T X1 X2 U1 U2 Vx Vsup
1.530000000000001137e+00 1.538221252081095245e-04 4.732735858784704874e-03 3.349795392212036316e-02 9.994387860609730279e-01 1.121122497761506936e-05 2.817260720842553190e-01
1.540000000000001146e+00 -1.766092701277509401e-04 -5.257948711781444684e-03 -3.248458146103464644e-02 -9.994722367166090082e-01 1.383860774500960491e-05 2.807884717210487047e-01
1.550000000000001155e+00 1.545883436839213740e-04 4.740644191897462785e-03 3.357007396871083960e-02 9.994363662253517022e-01 1.124880245508704184e-05 2.798663584766331036e-01
1.560000000000001164e+00 -1.767627659801376209e-04 -5.250129506064839420e-03 -3.259181910386872716e-02 -9.994687455481039429e-01 1.379755245294479044e-05 2.789594566166158085e-01
1.570000000000001172e+00 1.553762645828439537e-04 4.748314225281338730e-03 3.364920159653583820e-02 9.994337052710979830e-01 1.128531488280241862e-05 2.780674958464698920e-01
1.580000000000001181e+00 -1.769575632605217678e-04 -5.242542842173483070e-03 -3.270490092642511226e-02 -9.994650516428238429e-01 1.375778471560976160e-05 2.771902111910994893e-01
1.590000000000001190e+00 1.561844629212976701e-04 4.755753109501763276e-03 3.373493493734800591e-02 9.994308150966593196e-01 1.132079061249685209e-05 2.763273428773621032e-01
1.600000000000001199e+00 -1.771913533482753268e-04 -5.235181782575618233e-03 -3.282346699803193740e-02 -9.994611648354472244e-01 1.371926253615650938e-05 2.754786362194722171e-01
1.610000000000001208e+00 1.570115954827985198e-04 4.762967779605411373e-03 3.382689566424865180e-02 9.994277068051096169e-01 1.135525735533767893e-05 2.746438415072084416e-01
1.620000000000001217e+00 -1.774619678261283359e-04 -5.228039595078034889e-03 -3.294717920775979553e-02 -9.994570943178359146e-01 1.368194537886421363e-05 2.738227138968516439e-01
1.630000000000001226e+00 1.578563965477808328e-04 4.769964961689143919e-03 3.392472758732587718e-02 9.994243907660675941e-01 1.138874218883658315e-05 2.730150133047787864e-01
1.640000000000001235e+00 -1.777673694518615267e-04 -5.221109746887142231e-03 -3.307571994352880018e-02 -9.994528486878294649e-01 1.364579411334087655e-05 2.722205043036466376e-01
1.650000000000001243e+00 1.587176738204238336e-04 4.776751179261073954e-03 3.402809533493977856e-02 9.994208766720236170e-01 1.142127156427751256e-05 2.714389560210931918e-01
1.660000000000001252e+00 -1.781056437419018695e-04 -5.214385898827041642e-03 -3.320879085205168113e-02 -9.994484359936458562e-01 1.361077096110950632e-05 2.706701420408932357e-01
1.670000000000001261e+00 1.595943045456080689e-04 4.783332759401126566e-03 3.413668311525129562e-02 9.994171735896322240e-01 1.145287131460169662e-05 2.699138403065016734e-01
1.680000000000001270e+00 -1.784749911230742634e-04 -5.207861899712249408e-03 -3.334611167453296887e-02 -9.994438637743440212e-01 1.357683944446542990e-05 2.691698330269240436e-01
1.690000000000001279e+00 1.604852318091435281e-04 4.789715838728190143e-03 3.425019355295217532e-02 9.994132900064844893e-01 1.148356666269626196e-05 2.684379065848512269e-01
1.700000000000001288e+00 -1.788737196120745391e-04 -5.201531780872360386e-03 -3.348741915337963976e-02 -9.994391390967465316e-01 1.354396433749652305e-05 2.677178514470001658e-01
1.710000000000001297e+00 1.613894610144471129e-04 4.795906369180553269e-03 3.436834659648651397e-02 9.994092338738038706e-01 1.151338223003656544e-05 2.670094620766031435e-01
1.720000000000001306e+00 -1.793002379852841701e-04 -5.195389750825904832e-03 -3.363246600548958770e-02 -9.994342685891801636e-01 1.351211161916421903e-05 2.663125368479884458e-01
1.730000000000001315e+00 1.623060565289242562e-04 4.801910123616109048e-03 3.449087849136490969e-02 9.994050126454709915e-01 1.154234204563642367e-05 2.656268779632002808e-01
1.740000000000001323e+00 -1.797530494043496417e-04 -5.189430190100470172e-03 -3.378101995797431339e-02 -9.994292584723536432e-01 1.348124842834818190e-05 2.649522913706013894e-01
1.750000000000001332e+00 1.632341384933950861e-04 4.807732701238420087e-03 3.461754081545968115e-02 9.994006333137327447e-01 1.157046955526347913e-05 2.642885866854109422e-01
1.760000000000001341e+00 -1.802307454655341108e-04 -5.183647646196140428e-03 -3.393286284244061840e-02 -9.994241145876539001e-01 1.345134302076292433e-05 2.636355771121238201e-01
1.770000000000001350e+00 1.641728797880226800e-04 4.813379532854543050e-03 3.474809957243790021e-02 9.993961024419215633e-01 1.159778763088045472e-05 2.629930793687657586e-01
1.780000000000001359e+00 -1.807320006432210080e-04 -5.178036828689146394e-03 -3.408778974420689778e-02 -9.994188424231128520e-01 1.342236472765882569e-05 2.623609136129340103e-01
1.790000000000001368e+00 1.651215031483275878e-04 4.818855885970269731e-03 3.488233433973732950e-02 9.993914261944670807e-01 1.162431858027613685e-05 2.617389033695805556e-01
1.800000000000001377e+00 -1.812555671001373154e-04 -5.172592604472637037e-03 -3.424560820306215420e-02 -9.994134471372708717e-01 1.339428391622490537e-05 2.611268754604903486e-01
1.810000000000001386e+00 1.660792784250144554e-04 4.824166869728125848e-03 3.502003746772203163e-02 9.993866103644570842e-01 1.165008415685231947e-05 2.605246599354117953e-01
1.820000000000001394e+00 -1.818002698388869400e-04 -5.167309993131478235e-03 -3.440613746239341159e-02 -9.994079335811372200e-01 1.336707195161496529e-05 2.599320900047982774e-01
1.830000000000001403e+00 1.670455199814919979e-04 4.829317439693367291e-03 3.516101332687106285e-02 9.993816603989826852e-01 1.167510556953619347e-05 2.593490019741181984e-01
1.840000000000001412e+00 -1.823650021712325199e-04 -5.162184162447863538e-03 -3.456920776370913523e-02 -9.994023063184263034e-01 1.334070116052223223e-05 2.587752351796928085e-01
1.850000000000001421e+00 1.680195842231253811e-04 4.834312402492886573e-03 3.530507760005308776e-02 9.993765814224656596e-01 1.169940349278952843e-05 2.582106319260255578e-01
1.860000000000001430e+00 -1.829487214832877700e-04 -5.157210424034643081e-03 -3.473465968377458662e-02 -9.993965696442290714e-01 1.331514479623197615e-05 2.576550374245806241e-01
1.870000000000001439e+00 1.690008672524346764e-04 4.839156420311869350e-03 3.545205661712854533e-02 9.993713782581606919e-01 1.172299807668882883e-05 2.571082997339789178e-01
1.880000000000001448e+00 -1.835504452763608027e-04 -5.152384229093208250e-03 -3.490234351175194871e-02 -9.993907276022665487e-01 1.329037700508478225e-05 2.565702697015708744e-01
1.890000000000001457e+00 1.699888026446210549e-04 4.843854015252743381e-03 3.560178672929500965e-02 9.993660554479933955e-01 1.174590895705233800e-05 2.560408009063536716e-01
1.900000000000001465e+00 -1.841692474646476011e-04 -5.147701164292806976e-03 -3.507211866390103072e-02 -9.993847840008497352e-01 1.326637279428660708e-05 2.555197496031988980e-01
1.910000000000001474e+00 1.709828593379837170e-04 4.848409573560864307e-03 3.575411372075433525e-02 9.993606172708845437e-01 1.176815526559201766e-05 2.550069746683559235e-01
1.920000000000001483e+00 -1.848042549123306115e-04 -5.143156947768253058e-03 -3.524385313355073851e-02 -9.993787424276647791e-01 1.324310800100527787e-05 2.545023375462007742e-01
1.930000000000001492e+00 1.719825396339682557e-04 4.852827349721190904e-03 3.590889225543310304e-02 9.993550677596964027e-01 1.178975564007047419e-05 2.540057021971977580e-01
1.940000000000001501e+00 -1.854546441938720097e-04 -5.138747425232874019e-03 -3.541742297419386842e-02 -9.993726062634832319e-01 1.322055926269528268e-05 2.535169350470432570e-01
1.950000000000001510e+00 1.729873773017692978e-04 4.857111470430062854e-03 3.606598535662866589e-02 9.993494107169201834e-01 1.181072823444451525e-05 2.530359049369639290e-01
1.960000000000001519e+00 -1.861196385624588217e-04 -5.134468566203784917e-03 -3.559271181369232095e-02 -9.993663786948946415e-01 1.319870398859668559e-05 2.525624830751380112e-01
1.970000000000001528e+00 1.739969357825888884e-04 4.861265938445996290e-03 3.622526391758752046e-02 9.993436497292115250e-01 1.183109072897848265e-05 2.520965429892123577e-01
1.980000000000001537e+00 -1.867985051126085420e-04 -5.130316460336449731e-03 -3.576961039770444606e-02 -9.993600627261409741e-01 1.317752033235571159e-05 2.516379604798902325e-01
1.990000000000001545e+00 1.750108064888354241e-04 4.865294636323363835e-03 3.638660624114533476e-02 9.993377881808792607e-01 1.185086034031238239e-05 2.511866135755585483e-01
2.000000000000001332e+00 -1.874905521239391337e-04 -5.126287313865621198e-03 -3.594801616056351318e-02 -9.993536611901313593e-01 1.315698716571767356e-05 2.507423824879335683e-01
2.010000000000001119e+00 1.760286071937216287e-04 4.869201330032576873e-03 3.654989760667481935e-02 9.993318292664061797e-01 1.187005383147078853e-05 2.503051495686966499e-01
2.020000000000000906e+00 -1.881951265740168890e-04 -5.122377446149808944e-03 -3.612783282194564904e-02 -9.993471767587025489e-01 1.313708405324522412e-05 2.498747992670964091e-01
2.030000000000000693e+00 1.770499805069019944e-04 4.872989672470374838e-03 3.671502986269609137e-02 9.993257760020909375e-01 1.188868752180021165e-05 2.494512180884940478e-01
2.040000000000000480e+00 -1.889116118090394055e-04 -5.118583286316421427e-03 -3.630897000776810157e-02 -9.993406119521888176e-01 1.311779122801705326e-05 2.490342945538278618e-01
2.050000000000000266e+00 1.780745924319575117e-04 4.876663206863598998e-03 3.688190104360514893e-02 9.993196312368779477e-01 1.190677729682348531e-05 2.486239191599743104e-01
2.060000000000000053e+00 -1.896394253618957897e-04 -5.114901370004839090e-03 -3.649134289385446567e-02 -9.993339691483539289e-01 1.309908956826448512e-05 2.482199843409843287e-01
2.069999999999999840e+00 1.791021310017109377e-04 4.880225370069816125e-03 3.705041500907181595e-02 9.993133976624427595e-01 1.192433861800121425e-05 2.478223844301726264e-01
2.079999999999999627e+00 -1.903780169078706647e-04 -5.111328336204713427e-03 -3.667487187099346957e-02 -9.993272505907392356e-01 1.308096057490550799e-05 2.474310156230395685e-01
2.089999999999999414e+00 1.801323049875186411e-04 4.883679495777924935e-03 3.722048110474682203e-02 9.993070778225935369e-01 1.194138653239092136e-05 2.470457759410050469e-01
2.099999999999999201e+00 -1.911268663489321140e-04 -5.107860924186851705e-03 -3.685948223010195035e-02 -9.993204583964688803e-01 1.306338634993766005e-05 2.466665651959352445e-01
2.109999999999998987e+00 1.811648426788486184e-04 4.887028817611895580e-03 3.739201384300146203e-02 9.993006741220405997e-01 1.195793568219598728e-05 2.462932849554416714e-01
2.119999999999998774e+00 -1.918854820181626177e-04 -5.104495970524058381e-03 -3.704510386628107749e-02 -9.993135945635567285e-01 1.304634957565284543e-05 2.459258385089355958e-01
2.129999999999998561e+00 1.821994907296161444e-04 4.890276472140605082e-03 3.756493260250077376e-02 9.992941888345842072e-01 1.197400031419704709e-05 2.455641308344174434e-01
2.139999999999998348e+00 -1.926533989964790720e-04 -5.101230406199458618e-03 -3.723167100062974716e-02 -9.993066609777505604e-01 1.302983349463939459e-05 2.452080685659855930e-01
2.149999999999998135e+00 1.832360130678951059e-04 4.893425501796663107e-03 3.773916134548492562e-02 9.992876241107658819e-01 1.198959428905946964e-05 2.448575599620453624e-01
2.159999999999997922e+00 -1.934301775343149634e-04 -5.098061253799798971e-03 -3.741912191874676580e-02 -9.992996594189502702e-01 1.301382189053786870e-05 2.445125148742028354e-01
2.169999999999997708e+00 1.842741898657828227e-04 4.896478857707029647e-03 3.791462835170127804e-02 9.992809819850231312e-01 1.200473109051131518e-05 2.441728447168257654e-01
2.179999999999997495e+00 -1.942154015714440355e-04 -5.094985624791320035e-03 -3.760739872492005476e-02 -9.992925915672269399e-01 1.299829906951887675e-05 2.438384624372568754e-01
2.189999999999997282e+00 1.853138165663289778e-04 4.899439402438109971e-03 3.809126596799437131e-02 9.992742643823845361e-01 1.201942383438674034e-05 2.435092824866627592e-01
2.199999999999997069e+00 -1.950086773485829169e-04 -5.092000716875869602e-03 -3.779644711106024124e-02 -9.992854590084762068e-01 1.298324984245280668e-05 2.431852207915042585e-01
2.209999999999996856e+00 1.863547029645917677e-04 4.902309912657986171e-03 3.826901037262094019e-02 9.992674731247387365e-01 1.203368527753088757e-05 2.428661947256127995e-01
2.219999999999996643e+00 -1.958096321048405516e-04 -5.089103811424930054e-03 -3.798621613949442616e-02 -9.992782632397261278e-01 1.296865950774239197e-05 2.425521230828587005e-01
2.229999999999996430e+00 1.873966723400110235e-04 4.905093081718279839e-03 3.844780135341365618e-02 9.992606099367112860e-01 1.204752782656232081e-05 2.422429260503972948e-01
2.239999999999996216e+00 -1.966179128554851633e-04 -5.086292270989371637e-03 -3.817665803878899505e-02 -9.992710056741310742e-01 1.295451383479093249e-05 2.419385251824792138e-01
2.249999999999996003e+00 1.884395606374217303e-04 4.907791522158114379e-03 3.862758209897030476e-02 9.992536764511739111e-01 1.206096354649014231e-05 2.416388433748115627e-01
2.259999999999995790e+00 -1.974331852448644293e-04 -5.083563536882699900e-03 -3.836772801182002784e-02 -9.992636876456639783e-01 1.294079904807964035e-05 2.413438048394569713e-01
2.269999999999995577e+00 1.894832156941591498e-04 4.910407768132573486e-03 3.880829900209448180e-02 9.992466742144123781e-01 1.207400416918325994e-05 2.410533350802581132e-01
2.279999999999995364e+00 -1.982551324696661416e-04 -5.080915126835729503e-03 -3.855938405535806746e-02 -9.992563104135352425e-01 1.292750181182935050e-05 2.407673608687749267e-01
2.289999999999995151e+00 1.905274965108243309e-04 4.912944277767921329e-03 3.898990147476089074e-02 9.992396046909812757e-01 1.208666110168962296e-05 2.404858102207231563e-01
2.299999999999994937e+00 -1.990834542680229558e-04 -5.078344632720594928e-03 -3.875158679047727150e-02 -9.992488751663520796e-01 1.291460921522268079e-05 2.402086123729020029e-01
2.309999999999994724e+00 1.915722725633976211e-04 4.915403435445823109e-03 3.917234177392161371e-02 9.992324692682614806e-01 1.209894543440385235e-05 2.399356977605997532e-01
2.319999999999994511e+00 -1.999178659702682348e-04 -5.075849718342099678e-03 -3.894429930314115273e-02 -9.992413830260371554e-01 1.290210875816383936e-05 2.396669979954663965e-01
2.329999999999994298e+00 1.926174231545013096e-04 4.917787554018748265e-03 3.935557483751164071e-02 9.992252692607453968e-01 1.211086794908219189e-05 2.394024458438421821e-01
2.339999999999994085e+00 -2.007580976074200760e-04 -5.073428117294423792e-03 -3.913748699435580514e-02 -9.992338350515190815e-01 1.288998833755429559e-05 2.391419752055317927e-01
2.349999999999993872e+00 1.936628368017159090e-04 4.920098876958629332e-03 3.953955813004891851e-02 9.992180059140650661e-01 1.212243912670382765e-05 2.388855210930136419e-01
2.359999999999993658e+00 -2.016038930737397037e-04 -5.071077630881342183e-03 -3.933111743931825416e-02 -9.992262322422157395e-01 1.287823623406380587e-05 2.386330196110744706e-01
2.369999999999993445e+00 1.947084106609597528e-04 4.922339580440773105e-03 3.972425149726217797e-02 9.992106804087825811e-01 1.213366915517798152e-05 2.383844079368595548e-01
2.379999999999993232e+00 -2.024550093399429753e-04 -5.068796126098051684e-03 -3.952516025502165326e-02 -9.992185755413151016e-01 1.286684109937672669e-05 2.381396243003288948e-01
2.389999999999993019e+00 1.957540499830429559e-04 4.924511775365058956e-03 3.990961702921251575e-02 9.992032938639571205e-01 1.214456793689694467e-05 2.378986079651098651e-01
2.399999999999992806e+00 -2.033112157138708301e-04 -5.066581533672836514e-03 -3.971958697581191855e-02 -9.992108658388733078e-01 1.285579194389482245e-05 2.376612992097379695e-01
2.409999999999992593e+00 1.967996676015957474e-04 4.926617509316245751e-03 4.009561893140688171e-02 9.991958473405037067e-01 1.215514509613475447e-05 2.374276393092761839e-01
2.419999999999992379e+00 -2.041722931456358813e-04 -5.064431846166807943e-03 -3.991437093642016126e-02 -9.992031039747374388e-01 1.284507812487844506e-05 2.371975705173048066e-01
2.429999999999992166e+00 1.978451834506687055e-04 4.928658768465304235e-03 4.028222340343219632e-02 9.991883418443571196e-01 1.216540998629227892e-05 2.369710360482729927e-01
2.439999999999991953e+00 -2.050380335744534906e-04 -5.062345116130046764e-03 -4.010948716202429598e-02 -9.991952907413041984e-01 1.283468933500890748e-05 2.367479800602044493e-01
2.449999999999991740e+00 1.988905241103782677e-04 4.930637479413489677e-03 4.046939852466590465e-02 9.991807783294530676e-01 1.217537169698895603e-05 2.365283476377486871e-01
2.459999999999991527e+00 -2.059082393145480311e-04 -5.060319454312458935e-03 -4.030491226491895312e-02 -9.991874268861259401e-01 1.282461559135537978e-05 2.363120847755701137e-01
2.469999999999991314e+00 1.999356223790677597e-04 4.932555510980946717e-03 4.065711414664604367e-02 9.991731577005391607e-01 1.218503906100230768e-05 2.360991383620684170e-01
2.479999999999991100e+00 -2.067827224776990587e-04 -5.058353027927778821e-03 -4.050062434739971906e-02 -9.991795131143705877e-01 1.281484722473070896e-05 2.358894561634209686e-01
2.489999999999990887e+00 2.009804168705200001e-04 4.934414675941489227e-03 4.084534179170883766e-02 9.991654808158247913e-01 1.219442066105610065e-05 2.356829868079421964e-01
2.499999999999990674e+00 -2.076613044301406450e-04 -5.056444058969118867e-03 -4.069660291048948775e-02 -9.991715500911473313e-01 1.280537486942086318e-05 2.354796797707510991e-01
2.509999999999990461e+00 2.020248516348402065e-04 4.936216732705194475e-03 4.103405455752424241e-02 9.991577484894815786e-01 1.220352483645841171e-05 2.352794853587410195e-01
2.519999999999990248e+00 -2.085438152816829834e-04 -5.054590822574582532e-03 -4.089282876815818202e-02 -9.991635384437015377e-01 1.279618945327371801e-05 2.350823546958452914e-01
2.529999999999990035e+00 2.030688758016966147e-04 4.937963386950395411e-03 4.122322702718262538e-02 9.991499614940018148e-01 1.221235968959099262e-05 2.348882397085909068e-01
2.539999999999989821e+00 -2.094300934050588397e-04 -5.052791645441446003e-03 -4.108928396670724625e-02 -9.991554787634920887e-01 1.278728218813326425e-05 2.346970931119352066e-01
2.549999999999989608e+00 2.041124432446778862e-04 4.939656293206576808e-03 4.141283518450637052e-02 9.991421205624256840e-01 1.222093309225132604e-05 2.345088683953789610e-01
2.559999999999989395e+00 -2.103199849836280165e-04 -5.051044904287513987e-03 -4.128595170901085132e-02 -9.991473716081532563e-01 1.277864456060618654e-05 2.343235198093494009e-01
2.569999999999989182e+00 2.051555122655853618e-04 4.941297056389677526e-03 4.160285633427926455e-02 9.991342263904431364e-01 1.222925269184912213e-05 2.341410023518477046e-01
2.579999999999988969e+00 -2.112133435856851566e-04 -5.049349024358195000e-03 -4.148281628332257942e-02 -9.991392175033488865e-01 1.277026832314784951e-05 2.339612717553552212e-01
2.589999999999988756e+00 2.061980452975472819e-04 4.942887233291220518e-03 4.179326902710422259e-02 9.991262796383788558e-01 1.223732591745893306e-05 2.337842844739925485e-01
2.599999999999988542e+00 -2.121100297637428488e-04 -5.047702477978025480e-03 -4.167986299637556347e-02 -9.991310169445264400e-01 1.276214548545593655e-05 2.336099976709262449e-01
2.609999999999988329e+00 2.072400086258982554e-04 4.944428334022699968e-03 4.198405298861895840e-02 9.991182809330679815e-01 1.224515998573087772e-05 2.334383692060173210e-01
2.619999999999988116e+00 -2.130099106772473773e-04 -5.046103783145253208e-03 -4.187707811051905732e-02 -9.991227703985758879e-01 1.275426830615978263e-05 2.332693576237074018e-01
2.629999999999987903e+00 2.082813721258202234e-04 4.945921823416516219e-03 4.217518905281247149e-02 9.991102308696271361e-01 1.225276190666118578e-05 2.331029221411357322e-01
2.639999999999987690e+00 -2.139128597372993859e-04 -5.044551502168292609e-03 -4.207444878465008836e-02 -9.991144783053982348e-01 1.274662928479468292e-05 2.329390226364841665e-01
2.649999999999987477e+00 2.093221090157996555e-04 4.947369122384805487e-03 4.236665909920282747e-02 9.991021300131293081e-01 1.226013848922471097e-05 2.327776196375430373e-01
2.659999999999987264e+00 -2.148187562720308688e-04 -5.043044240342731827e-03 -4.227196301871326972e-02 -9.991061410793872222e-01 1.273922115405013018e-05 2.326186743104953214e-01
2.669999999999987050e+00 2.103621956260049407e-04 4.948771609237448930e-03 4.255844599364976000e-02 9.990939789001861415e-01 1.226729634687160065e-05 2.324621484489126089e-01
2.679999999999986837e+00 -2.157274852113802736e-04 -5.041580644667739697e-03 -4.246960960155560932e-02 -9.990977591108346489e-01 1.273203687228200454e-05 2.323080044629598218e-01
2.689999999999986624e+00 2.114016111807344445e-04 4.950130620960451963e-03 4.275053353258906341e-02 9.990857780404438504e-01 1.227424190289006127e-05 2.321562053688033256e-01
2.699999999999986411e+00 -2.166389367900866465e-04 -5.040159402600706898e-03 -4.266737806193542093e-02 -9.990893327672554225e-01 1.272506961627892736e-05 2.320067147782184647e-01
2.709999999999986198e+00 2.124403375941328167e-04 4.951447454455911584e-03 4.294290639048860964e-02 9.990775279179977542e-01 1.228098139563751870e-05 2.318594968883926355e-01
2.719999999999985985e+00 -2.175530062677955229e-04 -5.038779240848977221e-03 -4.286525862249670332e-02 -9.990808623946444422e-01 1.271831277427337546e-05 2.317145164719189299e-01
2.729999999999985771e+00 2.134783592784163892e-04 4.952723367744730522e-03 4.313555007033728628e-02 9.990692289927306513e-01 1.228752088364245515e-05 2.315717388669774890e-01
2.739999999999985558e+00 -2.184695936652417472e-04 -5.037438924197552674e-03 -4.306324215653132420e-02 -9.990723483186629839e-01 1.271175993918842634e-05 2.314311299676994893e-01
2.749999999999985345e+00 2.145156629638926885e-04 4.953959581133195351e-03 4.332845085698990711e-02 9.990608817015774745e-01 1.229386625057911167e-05 2.312926562147110121e-01
2.759999999999985132e+00 -2.193886035155385365e-04 -5.036137254371761060e-03 -4.326132014736285697e-02 -9.990637908457634664e-01 1.270540490211181823e-05 2.311562845858521342e-01
2.769999999999984919e+00 2.155522375300898208e-04 4.955157278344488048e-03 4.352159577320077744e-02 9.990524864597225552e-01 1.230002321011729045e-05 2.310219825870682420e-01
2.779999999999984706e+00 -2.203099446296607556e-04 -5.034873068933794042e-03 -4.345948465019393303e-02 -9.990551902642514914e-01 1.269924164598876324e-05 2.308897182434697659e-01
2.789999999999984492e+00 2.165880738473612574e-04 4.956317607616235986e-03 4.371497253818909523e-02 9.990440436617323838e-01 1.230599731064982015e-05 2.307594600905568394e-01
2.799999999999984279e+00 -2.212335298752694628e-04 -5.033645240212127753e-03 -4.365772825627068504e-02 -9.990465468452915943e-01 1.269326433952564112e-05 2.306311771656055221e-01
2.809999999999984066e+00 2.176231646283547446e-04 4.957441682765068372e-03 4.390856952858831347e-02 9.990355536826269756e-01 1.231179393989970712e-05 2.305048389992121749e-01
2.819999999999983853e+00 -2.221592759680789944e-04 -5.032452674262886602e-03 -4.385604405922485793e-02 -9.990378608438598151e-01 1.268746733129716906e-05 2.303804156069930997e-01
2.829999999999983640e+00 2.186575042887753742e-04 4.958530584219198248e-03 4.410237574164043578e-02 9.990270168788947247e-01 1.231741832940948951e-05 2.302578774814356133e-01
2.839999999999983427e+00 -2.230871032750133924e-04 -5.031294309862133739e-03 -4.405442562346315732e-02 -9.990291324996418698e-01 1.268184514404935971e-05 2.301371955838983352e-01
2.849999999999983213e+00 2.196910888169017985e-04 4.959585360020009326e-03 4.429638076050434331e-02 9.990184335894511936e-01 1.232287555891518168e-05 2.300183413367565821e-01
2.859999999999983000e+00 -2.240169356284486910e-04 -5.030169117528228602e-03 -4.425286695448128055e-02 -9.990203620378860228e-01 1.267639246919153869e-05 2.299012866156913415e-01
2.869999999999982787e+00 2.207239156513438440e-04 4.960607026793544504e-03 4.449057472155468207e-02 9.990098041365489401e-01 1.232817056060697525e-05 2.297860037421170509e-01
2.879999999999982574e+00 -2.249487001508828970e-04 -5.029076098573348648e-03 -4.445136247098711857e-02 -9.990115496702092202e-01 1.267110416147065371e-05 2.296724654757476558e-01
2.889999999999982361e+00 2.217559835665585148e-04 4.961596570692817197e-03 4.468494828355583370e-02 9.990011288266374967e-01 1.233330812327914825e-05 2.295606450072957827e-01
2.899999999999982148e+00 -2.258823270894103020e-04 -5.028014284183272321e-03 -4.464990697872431302e-02 -9.990026955953579257e-01 1.266597523382117705e-05 2.294505159513042236e-01
2.909999999999981934e+00 2.227872925656720535e-04 4.962554948311844946e-03 4.487949259860144618e-02 9.989924079511776078e-01 1.233829289637156091e-05 2.293420523391061783e-01
2.919999999999981721e+00 -2.268177496594209457e-04 -5.026982734524627905e-03 -4.484849564589468013e-02 -9.989937999999299878e-01 1.266100085238463481e-05 2.292352286119118676e-01
2.929999999999981508e+00 2.238178437801736226e-04 4.963483087572218878e-03 4.507419928471686349e-02 9.989836417874126129e-01 1.234312939390492663e-05 2.291300196140190482e-01
2.939999999999981295e+00 -2.277549038969793344e-04 -5.025980537878772976e-03 -4.504712398008284963e-02 -9.989848630590569822e-01 1.265617633169266104e-05 2.290264005861446794e-01
2.949999999999981082e+00 2.248476393760785817e-04 4.964381888583058178e-03 4.526906040002792730e-02 9.989748305990990840e-01 1.234782199831224359e-05 2.289243471588759682e-01
2.959999999999980869e+00 -2.286937285193698039e-04 -5.025006809801516906e-03 -4.524578780659344046e-02 -9.989758849370492522e-01 1.265149713000785568e-05 2.288238353462378194e-01
2.969999999999980655e+00 2.258766824661750071e-04 4.965252224475138858e-03 4.546406841840495289e-02 9.989659746371977178e-01 1.235237496416861961e-05 2.287248415393746126e-01
2.979999999999980442e+00 -2.296341647933265988e-04 -5.024060692307900575e-03 -4.544448324811526524e-02 -9.989668657880059754e-01 1.264695884481683579e-05 2.286273425003441384e-01
2.989999999999980229e+00 2.269049770279965876e-04 4.966094942210003485e-03 4.565921620649628088e-02 9.989570741405299215e-01 1.235679242182192640e-05 2.285313153560211974e-01
2.999999999999980016e+00 -2.305761564104993758e-04 -5.023141353081313383e-03 -4.564320670563348781e-02 -9.989578057563927027e-01 1.264255720847030284e-05 2.284367375921093901e-01
3.009999999999979803e+00 2.279325278271759816e-04 4.966910863364751814e-03 4.585449700207078205e-02 9.989481293363970948e-01 1.236107838092623650e-05 2.283435870472580731e-01
3.019999999999979590e+00 8.763378464331184016e-04 1.479722933535464191e-02 4.585449700207078205e-02 9.989481293363970948e-01 1.098629820120855126e-04 2.282518419072830096e-01
3.029999999999979376e+00 1.708628291631299635e-03 2.446648251918279171e-02 4.585449700207078205e-02 9.989481293363970948e-01 3.007640887502200321e-04 2.281614806994886613e-01
3.039999999999979163e+00 2.718856807055550825e-03 3.397347738984776711e-02 4.585449700207078205e-02 9.989481293363970948e-01 5.807946741478849052e-04 2.280724822870900392e-01
3.049999999999978950e+00 3.901142544441779225e-03 4.331715608173465626e-02 4.585449700207078205e-02 9.989481293363970948e-01 9.457974620807077471e-04 2.279848258637320602e-01
3.059999999999978737e+00 5.249672527638684846e-03 5.249659254536453989e-02 4.585449700207078205e-02 9.989481293363970948e-01 1.391725645260734074e-03 2.278984909481048260e-01
3.069999999999978524e+00 6.758703225651620239e-03 6.151098922179459860e-02 4.585449700207078205e-02 9.989481293363970948e-01 1.914640932168082312e-03 2.278134573786528838e-01
3.079999999999978311e+00 8.422562036439566399e-03 7.035967373619472776e-02 4.585449700207078205e-02 9.989481293363970948e-01 2.510711619760721582e-03 2.277297053083762735e-01
3.089999999999978098e+00 1.023564868318931932e-02 7.904209561206969326e-02 4.585449700207078205e-02 9.989481293363970948e-01 3.176210691356621315e-03 2.276472151997221971e-01
3.099999999999977884e+00 1.219243652479390892e-02 8.755782300753946201e-02 4.585449700207078205e-02 9.989481293363970948e-01 3.907513939115367547e-03 2.275659678195654512e-01
3.109999999999977671e+00 1.428747378226405754e-02 9.590653947503549603e-02 4.585449700207078205e-02 9.989481293363970948e-01 4.701098110577711826e-03 2.274859442342753169e-01
3.119999999999977458e+00 1.651538468280213875e-02 1.040880407457157597e-01 4.585449700207078205e-02 9.989481293363970948e-01 5.553539078751360165e-03 2.274071258048682709e-01
3.129999999999977245e+00 1.887087052326770487e-02 1.121022315398477742e-01 4.585449700207078205e-02 9.989481293363970948e-01 6.461510035259787448e-03 2.273294941822437687e-01
3.139999999999977032e+00 2.134871065476213331e-02 1.199491224043560400e-01 4.585449700207078205e-02 9.989481293363970948e-01 7.421779706097970768e-03 2.272530313025029058e-01
