Y1	Y0
-0.00569263159431	0.2093718338
-0.00259292420904	0.213585068351
0.00419656546751	0.221263549513
0.0149759008621	0.23280745855
0.0273256386838	0.245707828027
0.0385266546782	0.257378690112
0.0422514234938	0.261438596615
0.0407144149626	0.259984499256
0.036003740266	0.253524211248
0.0279119853415	0.246422764133
0.0159871876865	0.244834527798
0.00280049366202	0.24815418916
-0.0135398034911	0.255914303261
-0.0299540911805	0.263671974228
-0.049103430717	0.26587827361
-0.0675692655631	0.262996744412
-0.0870231737653	0.256378190763
-0.109568705773	0.24557332767
-0.130502900243	0.232979926542
-0.153572338101	0.216907845928
-0.174889060791	0.200468602381
-0.198290636533	0.181057291102
-0.219849897732	0.162179626452
-0.241491458673	0.142474540912
-0.26517563413	0.120222043248
-0.286970988569	0.099870058582
-0.311013887302	0.077731986499
-0.333273359447	0.0570868519495
-0.357746998372	0.0342602519659
-0.377315978121	0.0131130785049
-0.3891244768	-0.00820415729103
-0.394768305296	-0.0316146833763
-0.394643220126	-0.0531880610889
-0.392918586599	-0.0768212333863
-0.39609635338	-0.0994572363205
-0.403165650011	-0.122348443836
-0.414431944811	-0.147371091405
-0.424969579139	-0.167954639348
-0.429826573229	-0.181546488445
-0.429121748529	-0.187218652825
-0.423870827342	-0.18750784361
-0.415788030849	-0.183470128643
-0.404139501568	-0.175239660958
-0.391259822652	-0.163953369799
-0.376597175844	-0.150580621875
-0.358972403872	-0.134085707874
-0.341624573287	-0.11757072183
-0.321665648335	-0.0983443506605
-0.302610716562	-0.079831691879
-0.281166248801	-0.0588669185632
-0.261029505238	-0.0390883090943
-0.240525698247	-0.0188741570716
-0.217821147628	0.00375533305176
-0.196763014921	0.0240309583573
-0.1735770823	0.0383319816655
-0.152167624951	0.044524859969
-0.128677049432	0.0452920202309
-0.107045108453	0.0429600515399
-0.0853376753801	0.0447673485979
-0.0615878798322	0.0514576168551
-0.0397960051831	0.0604120828071
-0.0161963255008	0.0724074950428
0.00528370721254	0.0854148272047
0.0285839870229	0.101346360804
0.0498450280303	0.11723271201
0.0700801731966	0.133143090575
0.0838491612765	0.14315151366
0.0892022556028	0.145758471684
0.0887415457897	0.142909658219
0.084590853073	0.137060623425
0.0762743057266	0.135274288016
0.0657202492568	0.138221058889
0.0529294496494	0.144666750434
0.0369235008073	0.154908888651
0.0207554315529	0.166637618011
0.00181782031851	0.181465733926
-0.0164896431604	0.196541101775
-0.037282284696	0.213011964849
-0.0568195776197	0.222567238443
-0.0766190399801	0.226184664462
-0.0984579026611	0.22470762404
-0.118652203992	0.219382278747
-0.140834355143	0.210130042609
-0.161279637456	0.199120188713
-0.183680229777	0.184920443377
-0.204284813203	0.170302552991
-0.225243350678	0.154156648656
-0.249029335992	0.134368154601
-0.270869218373	0.115215870876
-0.294725806325	0.0934444715558
-0.316617249761	0.072844073345
-0.340518657446	0.0498138924971
-0.362442826678	0.0282943761846
-0.384224903698	0.00646268087964
-0.401281888116	-0.0176386556262
-0.409281987601	-0.0399404065979
-0.411565745081	-0.0644511098983
-0.409318841534	-0.0870519560206
-0.410137205059	-0.111822301742
-0.415441379649	-0.134612479777
-0.424221191886	-0.157466788167
-0.436630070357	-0.182112638558
-0.443930891125	-0.198349384257
-0.445658624544	-0.20784783618
-0.441691186664	-0.210450973715
-0.432947877433	-0.207836271777
-0.421857792134	-0.201444182256
-0.40842082283	-0.192003220212
-0.391618094844	-0.178918405417
-0.374646350509	-0.164885363643
-0.354771526113	-0.147809541915
-0.335553649137	-0.13085851524
-0.31372362696	-0.111142666489
-0.29320367214	-0.0913624396257
-0.27239827943	-0.0711522721054
-0.249440003613	-0.0487109532778
-0.22820434289	-0.0278526889295
-0.204872659259	-0.00484891969169
-0.183364504891	0.0164197917766
-0.161763981748	0.0378276349222
-0.138115234181	0.0613089858639
-0.116675494809	0.0826325252781
-0.0941059826367	0.105284849524
-0.0733780974313	0.126304805928
-0.0507318199319	0.149457572271
