noise_x noise_y vxd vyd time
-0.087992521286 -0.0525354611874 -0.2 0.0 1.31462097168
-0.0889529981613 -0.0521385887861 -0.2 0.0 1.34298110008
-0.0888958377838 -0.0518278896809 -0.2 0.0 1.37164711952
-0.0919051733017 -0.0515971319675 -0.2 0.0 1.40041804314
-0.0904809560776 -0.0511603102684 -0.2 0.0 1.42885613441
-0.0916397323608 -0.0502987723351 -0.2 0.0 1.4573571682
-0.0944534101486 -0.0500285050869 -0.2 0.0 1.48561406136
-0.0928523607254 -0.049390737772 -0.2 0.0 1.51452994347
-0.0929499979019 -0.0486115033627 -0.2 0.0 1.54309606552
-0.0961849250793 -0.0488437228203 -0.2 0.0 1.57158613205
-0.095294593811 -0.0478436632156 -0.2 0.0 1.60027194023
-0.0944688711166 -0.0471329312325 -0.2 0.0 1.6287791729
-0.0975303602219 -0.046668618679 -0.2 0.0 1.65751099586
-0.096843711853 -0.0464537830353 -0.2 0.0 1.68604898453
-0.0963548698425 -0.0460892701149 -0.2 0.0 1.71432995796
-0.0983956098557 -0.0455490589142 -0.2 0.0 1.74318695068
-0.0986812200546 -0.045101503849 -0.2 0.0 1.77203512192
-0.0993087339401 -0.0446900634766 -0.2 0.0 1.80027413368
-0.100786052704 -0.043968829155 -0.2 0.0 1.82894301414
-0.0998325986862 -0.043076690197 -0.2 0.0 1.85741496086
-0.102649965286 -0.0428603086472 -0.2 0.0 1.88626003265
-0.102013155937 -0.0419211573601 -0.2 0.0 1.91452002525
-0.103364484787 -0.0411858081818 -0.2 0.0 1.94314098358
-0.104378109932 -0.0409835252762 -0.2 0.0 1.9717271328
-0.103456118584 -0.0403317923546 -0.2 0.0 2.00060296059
-0.104931330681 -0.0393961167336 -0.2 0.0 2.02875614166
-0.105981781006 -0.0392182412148 -0.2 0.0 2.05740094185
-0.104151067734 -0.0390299158096 -0.2 0.0 2.08591508865
-0.105445269585 -0.0381760025024 -0.2 0.0 2.11463212967
-0.10642629528 -0.0380991477966 -0.2 0.0 2.14308714867
-0.106221067429 -0.0374382400513 -0.2 0.0 2.17173814774
-0.106903659821 -0.0365583753586 -0.2 0.0 2.20019412041
-0.107944319725 -0.0362007303238 -0.2 0.0 2.22898411751
-0.107645205498 -0.0353005743027 -0.2 0.0 2.25768899918
-0.108132885933 -0.03492973423 -0.2 0.0 2.28616309166
-0.109025435448 -0.0347692480087 -0.2 0.0 2.31457805634
-0.108804101944 -0.0340422334671 -0.2 0.0 2.34327197075
-0.109101988792 -0.0333553829193 -0.2 0.0 2.37163209915
-0.109528289795 -0.0337684268951 -0.2 0.0 2.40027403831
-0.108377667427 -0.0328303394318 -0.2 0.0 2.42846298218
-0.111010411263 -0.0325801143646 -0.2 0.0 2.45786595345
-0.11024971199 -0.0321113758087 -0.2 0.0 2.48622512817
-0.10928015995 -0.0318923034668 -0.2 0.0 2.51424598694
-0.112582024574 -0.031054816246 -0.2 0.0 2.54238414764
-0.10783560276 -0.030900308609 0.2 0.0 2.5775179863
-0.103887951851 -0.0302404356003 0.2 0.0 2.60045099258
-0.0988077392578 -0.0302493991852 0.2 0.0 2.62916302681
-0.0917562932968 -0.0294799203873 0.2 0.0 2.65719795227
-0.0869386577606 -0.0289003868103 0.2 0.0 2.68632006645
-0.081578042984 -0.029198674202 0.2 0.0 2.71450901031
-0.074932808876 -0.0291024084091 0.2 0.0 2.74328303337
-0.0710375146866 -0.0282297000885 0.2 0.0 2.77082109451
-0.0649597539902 -0.0285622825623 0.2 0.0 2.80015015602
-0.0589303779602 -0.0278140830994 0.2 0.0 2.82886004448
-0.0540914936066 -0.0275330209732 0.2 0.0 2.85763502121
-0.0494345026016 -0.0274258394241 0.2 0.0 2.88617300987
-0.0431092405319 -0.0269480757713 0.2 0.0 2.91462111473
-0.0395793609619 -0.026333360672 0.2 0.0 2.94290709496
-0.0345154094696 -0.0266981258392 0.2 0.0 2.97175097466
-0.0284177732468 -0.026567399025 0.2 0.0 3.00017905235
-0.0260741214752 -0.0264460678101 0.2 0.0 3.02937316895
-0.0212052240372 -0.0260032234192 0.2 0.0 3.05742502213
-0.0170823335648 -0.0263301789761 0.2 0.0 3.08592414856
-0.0148548679352 -0.0256141064167 0.2 0.0 3.11459207535
-0.0111275243759 -0.0255516803265 0.2 0.0 3.14316010475
-0.00926666355133 -0.0258025677204 0.2 0.0 3.17142510414
-0.00482749176025 -0.0260487254858 0.2 0.0 3.20037698746
-0.00333536338806 -0.0261537396014 0.2 0.0 3.22873616219
0.000643932342529 -0.0266125485152 0.2 0.0 3.25814509392
0.00311036682129 -0.0267198199034 0.2 0.0 3.28598594666
0.00434660434723 -0.0268837034702 0.2 0.0 3.31429815292
0.00627723407745 -0.0273262759447 0.2 0.0 3.34302210808
0.00848030090332 -0.0278201682568 0.2 0.0 3.37241506577
0.00936493682861 -0.0280131261349 0.2 0.0 3.40005111694
0.0105393457413 -0.0283326821327 0.2 0.0 3.4287250042
0.0135061683655 -0.0292101616859 0.2 0.0 3.45732498169
0.0143515892029 -0.0295401022434 0.2 0.0 3.4861240387
0.016153213501 -0.0301803987026 0.2 0.0 3.51447606087
0.0173954048157 -0.0307371675968 0.2 0.0 3.54296112061
0.0177279186249 -0.030698776722 0.2 0.0 3.57140517235
0.0190383005142 -0.0314249448776 0.2 0.0 3.60006093979
0.0196087751389 -0.0320088572502 0.2 0.0 3.62880802155
0.020437289238 -0.0324651741982 0.2 0.0 3.6571559906
0.0213650274277 -0.0329321918488 0.2 0.0 3.68600106239
0.0219409570694 -0.0329351210594 0.2 0.0 3.71451497078
0.0223422737122 -0.0331667690277 0.2 0.0 3.74186396599
0.0244930028915 -0.0340403113365 0.2 0.0 3.77071094513
0.025723824501 -0.0344957962036 0.2 0.0 3.80043005943
0.0261817111969 -0.0346705904007 0.2 0.0 3.8288731575
0.0262838592529 -0.035106575489 0.2 0.0 3.85733413696
0.0267426233292 -0.0352957468033 0.2 0.0 3.88596105576
0.0269965543747 -0.0357669682503 0.2 0.0 3.91472911835
0.02926055336 -0.0359322528839 0.2 0.0 3.94353294373
0.0297945261002 -0.0362425336838 0.2 0.0 3.97154712677
0.0285583953857 -0.0360819344521 0.2 0.0 4.00010895729
0.0318585309982 -0.0365057387352 0.2 0.0 4.02868008614
0.0303665475845 -0.0362453856468 0.2 0.0 4.05656003952
0.0297349214554 -0.035997218132 0.2 0.0 4.08524394035
0.0319324922562 -0.0360866775513 0.2 0.0 4.11473608017
0.0301535329819 -0.0358599395752 0.2 0.0 4.14275503159
0.0307906522751 -0.035824754715 0.2 0.0 4.17178416252
0.0328879098892 -0.0358326406479 0.2 0.0 4.19954395294
0.0329274139404 -0.0341210947037 0.2 0.0 4.22901797295
0.0367875337601 -0.0313593845367 0.2 0.0 4.25632095337
0.0413071231842 -0.0283016309738 0.2 0.0 4.28520703316
0.0425782146454 -0.0251905107498 0.2 0.0 4.31427598
0.0460255317688 -0.0222808609009 0.2 0.0 4.34226202965
0.0496506271362 -0.0189543247223 0.2 0.0 4.37122416496
0.0505233345032 -0.0153094930649 0.2 0.0 4.4006421566
0.0535136327744 -0.0126087427139 0.2 0.0 4.42853403091
0.0580345392227 -0.00997963809967 0.2 0.0 4.45785808563
0.0587157821655 -0.00684912586212 0.2 0.0 4.48525309563
0.0620459938049 -0.00439140892029 0.2 0.0 4.51485800743
0.0660826835632 -0.00221345615387 0.2 0.0 4.54281401634
0.0655155220032 0.000970950126648 0.2 0.0 4.57151007652
0.0694338321686 0.002632396698 0.2 0.0 4.60009503365
0.0709508018494 0.0044110326767 0.2 0.0 4.62970900536
0.0707931957245 0.00704620933533 0.2 0.0 4.65633606911
0.0738180341721 0.00821190547943 0.2 0.0 4.68600797653
0.0744796609879 0.00928300952911 0.2 0.0 4.71448612213
0.0739954910278 0.0116199140549 0.2 0.0 4.74336695671
0.0760353899002 0.0118284273148 0.2 0.0 4.77192115784
0.0747108650208 0.0121811485291 0.2 0.0 4.80010199547
0.0740143709183 0.0126986236572 0.2 0.0 4.82890701294
0.0746047487259 0.0120235795975 0.2 0.0 4.85743713379
0.0733829488754 0.0111334009171 0.2 0.0 4.88577699661
0.0721803245544 0.0123290328979 0.2 0.0 4.91437697411
0.0721443004608 0.0108170003891 0.2 0.0 4.94300293922
0.069709769249 0.00938668251038 0.2 0.0 4.97170114517
0.0668811101913 0.0104356603622 0.2 0.0 5.00027704239
0.0662376098633 0.00837950801849 0.2 0.0 5.02862811089
0.0632117481232 0.0062908000946 0.2 0.0 5.0573990345
0.0613176279068 0.0070350522995 0.2 0.0 5.08617115021
0.059508641243 0.00304640960693 0.2 0.0 5.11458396912
0.0561810979843 0.000700722694397 0.2 0.0 5.14306116104
0.0559591360092 0.00097315788269 0.2 0.0 5.17167711258
0.0513853530884 -0.00118972110748 0.2 0.0 5.20064997673
0.0497993583679 -0.00387913417816 0.2 0.0 5.22969603539
0.0465319566727 -0.0030538482666 0.2 0.0 5.25763511658
0.0427031421661 -0.00539743709564 0.2 0.0 5.28615117073
0.0418483381271 -0.00663096046448 0.2 0.0 5.31452512741
0.0382506895065 -0.00889194011688 0.2 0.0 5.34297704697
0.0348695116043 -0.0109187994003 0.2 0.0 5.37174797058
0.0345870428085 -0.0105702953339 0.2 0.0 5.40030908585
0.0311794672012 -0.0123986196518 0.2 0.0 5.42885112762
0.0280927972794 -0.0144388771057 0.2 0.0 5.45732402802
0.0280484485626 -0.0138515119553 0.2 0.0 5.48582005501
0.0239231653214 -0.0152723398209 0.2 0.0 5.51461696625
0.0211473369598 -0.0167092227936 0.2 0.0 5.54323410988
0.0210930194855 -0.0159723958969 0.2 0.0 5.57209706306
0.0181814022064 -0.0186074361801 0.2 0.0 5.60052514076
0.0153829669952 -0.0193457393646 0.2 0.0 5.62891316414
0.0157730550766 -0.0184654226303 0.2 0.0 5.65761995316
0.0132186517715 -0.0205489664078 0.2 0.0 5.68630504608
0.0115227851868 -0.0191036329269 0.2 0.0 5.71491217613
0.0112044467926 -0.0200228319168 0.2 0.0 5.74318814278
0.00843091869354 -0.0205135374069 0.2 0.0 5.77106809616
0.00698131275177 -0.0188363389969 0.2 0.0 5.79986000061
0.00714249897003 -0.0195066652298 0.2 0.0 5.82901000977
0.00524134254456 -0.0206397132874 0.2 0.0 5.85715603828
0.0061053981781 -0.0193416309357 0.2 0.0 5.88640999794
0.00460486888885 -0.0196163749695 0.2 0.0 5.91469907761
0.00333871459961 -0.0180099191666 0.2 0.0 5.94321703911
0.00194289970398 -0.017943482399 0.2 0.0 5.97180008888
0.00266400051117 -0.0183179349899 0.2 0.0 6.00021409988
0.000737070083618 -0.0166429796219 0.2 0.0 6.02864193916
0.001589594841 -0.0167999162674 0.2 0.0 6.05731916428
0.000713247299194 -0.0160577249527 0.2 0.0 6.08626198769
-0.000180965423584 -0.0168258066177 0.2 0.0 6.1157720089
0.000706959724426 -0.0168661661148 0.2 0.0 6.14313697815
-0.000151336669922 -0.01525877285 0.2 0.0 6.17166399956
-0.00246734619141 -0.0165615673065 0.0 -0.2 6.20161700249
-0.0042646484375 -0.017953868866 0.0 -0.2 6.22923803329
-0.0085859375 -0.0206690244675 0.0 -0.2 6.25755095482
-0.0119993286133 -0.0233632116318 0.0 -0.2 6.28617310524
-0.0137391967773 -0.025433008194 0.0 -0.2 6.31446409225
-0.0173618774414 -0.0280535888672 0.0 -0.2 6.3432199955
-0.0207095947266 -0.0307090110779 0.0 -0.2 6.37166213989
-0.0224313354492 -0.0319470539093 0.0 -0.2 6.40014314651
-0.0258025512695 -0.0344459924698 0.0 -0.2 6.42890405655
-0.0290582885742 -0.0354264621735 0.0 -0.2 6.45747709274
-0.0303290405273 -0.0385223836899 0.0 -0.2 6.48601412773
-0.0340927734375 -0.0395711555481 0.0 -0.2 6.51449799538
-0.0366716918945 -0.0414947166443 0.0 -0.2 6.54301214218
-0.0378323974609 -0.0429207630157 0.0 -0.2 6.57144594193
-0.0402013549805 -0.0441832637787 0.0 -0.2 6.59911894798
-0.0422735595703 -0.0455025129318 0.0 -0.2 6.62862610817
-0.0431134033203 -0.0460356817245 0.0 -0.2 6.65695810318
-0.0447617797852 -0.046565284729 0.0 -0.2 6.68588709831
-0.0461077270508 -0.0455298528671 0.0 -0.2 6.71417999268
-0.046391784668 -0.0474211940765 0.0 -0.2 6.74275112152
-0.0469717407227 -0.047386961937 0.0 -0.2 6.77169299126
-0.0474268798828 -0.045514591217 0.0 -0.2 6.80035805702
-0.0472749633789 -0.0450443582535 0.0 -0.2 6.82806110382
-0.0469392700195 -0.0437818574905 0.0 -0.2 6.85715103149
-0.0464326782227 -0.0408195381165 0.0 -0.2 6.8858859539
-0.0459123535156 -0.0416691150665 0.0 -0.2 6.91464710236
-0.0447976074219 -0.0395445642471 0.0 -0.2 6.94298195839
-0.043450378418 -0.035760260582 0.0 -0.2 6.97127199173
-0.0424760742187 -0.0357373790741 0.0 -0.2 7.0000629425
-0.0407302246094 -0.0328702440262 0.0 -0.2 7.02897906303
-0.0386580810547 -0.0285390987396 0.0 -0.2 7.05776309967
-0.0376270751953 -0.0281962509155 0.0 -0.2 7.08610701561
-0.0349060668945 -0.0228000335693 0.0 -0.2 7.11455202103
-0.0324340820312 -0.019243601799 0.0 -0.2 7.14302802086
-0.0312163085938 -0.0186408643723 0.0 -0.2 7.1714630127
-0.0287360839844 -0.0139544878006 0.0 -0.2 7.20017004013
-0.0260551147461 -0.0103476953506 0.0 -0.2 7.22874808311
-0.0248587646484 -0.00957696056366 0.0 -0.2 7.25646209717
-0.0221164550781 -0.00480428504944 0.0 -0.2 7.28538203239
-0.0202603759766 -0.00327574062347 0.0 -0.2 7.31409311295
-0.0176178588867 0.000314391136169 0.0 -0.2 7.34207010269
-0.0153960571289 0.00482435894012 0.0 -0.2 7.37149596214
-0.0141188354492 0.00542519187927 0.0 -0.2 7.40040302277
-0.0117072753906 0.0098501663208 0.0 -0.2 7.42876410484
-0.00957550048828 0.01281503582 0.0 -0.2 7.45732212067
-0.00865710449219 0.0141985816956 0.0 -0.2 7.48621702194
-0.00656317138672 0.0173631792068 0.0 -0.2 7.51435017586
-0.00462896728516 0.0207332849503 0.0 -0.2 7.54281711578
-0.00350927734375 0.0208643531799 0.0 -0.2 7.57157897949
-0.00149383544922 0.0242286081314 0.0 -0.2 7.60026097298
0.000271423339844 0.0274874582291 0.0 -0.2 7.62965202332
0.000916198730469 0.0278504400253 0.0 -0.2 7.6572060585
0.00272021484375 0.0311115818024 0.0 -0.2 7.68609809875
0.00336517333984 0.0320545663834 0.0 -0.2 7.71470117569
0.00464556884766 0.0338999252319 0.0 -0.2 7.74266815186
0.00551959228516 0.0357630004883 0.0 -0.2 7.77205896378
0.00606640625 0.0366192712784 0.0 -0.2 7.80021810532
0.00716912841797 0.0376429595947 0.0 -0.2 7.82898306847
0.00810327148438 0.0411239490509 0.0 -0.2 7.85725617409
0.00854931640625 0.0407420034409 0.0 -0.2 7.88594603539
0.00916192626953 0.0433889284134 0.0 -0.2 7.91433000565
0.00968676757813 0.0422697620392 0.0 -0.2 7.94298505783
0.0103210449219 0.0434033784866 0.0 -0.2 7.9718170166
0.0107424926758 0.0457006139755 0.0 -0.2 8.00062608719
0.0111749267578 0.0446165742874 0.0 -0.2 8.02891397476
0.0114417114258 0.0466513624191 0.0 -0.2 8.0574221611
0.0117889404297 0.0439671888351 0.0 -0.2 8.08604001999
0.0121563110352 0.0399195575714 0.0 -0.2 8.11450910568
0.012321472168 0.0361384983063 0.0 -0.2 8.14319705963
0.0125758056641 0.0297719640732 0.0 -0.2 8.17173695564
0.0129664916992 0.0247334871292 0.0 -0.2 8.20051908493
0.0132708740234 0.0183161792755 0.0 -0.2 8.22871112823
0.0131935424805 0.0143455123901 0.0 -0.2 8.25719594955
0.0132451171875 0.00929438114166 0.0 -0.2 8.28635406494
0.0134179077148 0.00424968719482 0.0 -0.2 8.31468605995
0.0133823242187 -0.000394349098206 0.0 -0.2 8.34317016602
0.0133501586914 -0.00517207241058 0.0 -0.2 8.37172603607
0.0133449707031 -0.0103078241348 0.0 -0.2 8.40059304237
0.013201965332 -0.0146329069138 0.0 -0.2 8.4288110733
0.0130560302734 -0.0199370260239 0.0 -0.2 8.45728111267
0.0127513427734 -0.0226416625977 0.0 -0.2 8.48598313332
0.0123297729492 -0.0270651283264 0.0 -0.2 8.51487207413
0.0116905517578 -0.0302432823181 0.0 -0.2 8.54318904877
0.0112073364258 -0.0339846849442 0.0 -0.2 8.57160305977
0.0103229980469 -0.0364854202271 0.0 -0.2 8.60022211075
0.0100489501953 -0.0392517108917 0.0 -0.2 8.62884306908
0.00887310791016 -0.041969956398 0.0 -0.2 8.65784716606
0.00772650146484 -0.0432944259644 0.0 -0.2 8.68583703041
0.00711486816406 -0.0467675867081 0.0 -0.2 8.71480894089
0.00561981201172 -0.0466362466812 0.0 -0.2 8.74310207367
0.00479730224609 -0.0482871961594 0.0 -0.2 8.77083897591
0.00312817382813 -0.0491053876877 0.0 -0.2 8.80034899712
0.00150335693359 -0.0487563447952 0.0 -0.2 8.82844614983
0.000524291992188 -0.0500345573425 0.0 -0.2 8.8575360775
-0.001115234375 -0.0507189483643 0.0 -0.2 8.88637399673
-0.00281219482422 -0.0490020179749 0.0 -0.2 8.91444396973
-0.00388818359375 -0.0501071872711 0.0 -0.2 8.94296908379
-0.00610815429687 -0.0488791408539 0.0 -0.2 8.97160005569
-0.00713067626953 -0.0497236366272 0.0 -0.2 9.00003194809
-0.00921893310547 -0.0481072692871 0.0 -0.2 9.02864599228
-0.01116796875 -0.0476607961655 0.0 -0.2 9.05720305443
-0.0121778564453 -0.0481414880753 0.0 -0.2 9.08599710464
-0.014186706543 -0.0466131877899 0.0 -0.2 9.1144361496
-0.0161429443359 -0.0446868801117 0.0 -0.2 9.1428539753
-0.0171170043945 -0.0452599372864 0.0 -0.2 9.17163109779
-0.0195317993164 -0.0428232450485 0.0 -0.2 9.20072507858
-0.0213719482422 -0.04044439888 0.0 -0.2 9.22847294807
-0.0223243408203 -0.0410756063461 0.0 -0.2 9.25673508644
-0.0239674682617 -0.040071149826 0.0 -0.2 9.28622508049
-0.0257510986328 -0.036975399971 0.0 -0.2 9.31460213661
-0.0265634765625 -0.0373310813904 0.0 -0.2 9.34306001663
-0.0276724243164 -0.0377423191071 0.0 -0.2 9.37165307999
-0.0294435424805 -0.0339292993546 0.0 -0.2 9.40021300316
-0.0302443847656 -0.0357253894806 0.0 -0.2 9.4295270443
-0.0319176330566 -0.0314399690628 0.0 -0.2 9.45692110062
-0.0331390075684 -0.030341919899 0.0 -0.2 9.48613214493
-0.0337887878418 -0.0309275197983 0.0 -0.2 9.51472210884
-0.0350813293457 -0.0292888879776 0.0 -0.2 9.54318714142
-0.0360200805664 -0.0270735578537 0.0 -0.2 9.57156896591
-0.0366637878418 -0.0272071990967 0.0 -0.2 9.59997200966
-0.0374381713867 -0.0262295637131 0.0 -0.2 9.6285879612
-0.038474609375 -0.022855260849 0.0 -0.2 9.65734910965
-0.0389857177734 -0.0235943078995 0.0 -0.2 9.68580698967
-0.0394584960938 -0.0230965433121 0.0 -0.2 9.71438407898
-0.0397755126953 -0.0239419775009 0.0 -0.2 9.74296808243
-0.0403941955566 -0.0223594999313 0.0 -0.2 9.77171111107
-0.040877166748 -0.0229680080414 0.0 -0.2 9.80012106895
-0.041513671875 -0.0196656932831 0.0 -0.2 9.82857394218
-0.0418988952637 -0.0193665122986 0.0 -0.2 9.85679197311
-0.0422833862305 -0.020636762619 0.0 -0.2 9.88623595238
-0.0427758178711 -0.0205437650681 0.0 -0.2 9.91485214233
-0.0432174377441 -0.0209601373672 0.0 -0.2 9.94277310371
-0.0440455932617 -0.0197502641678 0.0 -0.2 9.9715731144
-0.0444239501953 -0.0199597358704 0.0 -0.2 10.000221014
-0.0448559570313 -0.0206599216461 0.0 -0.2 10.0287821293
-0.0450125427246 -0.0181791706085 0.0 0.2 10.0574719906
-0.0458879089355 -0.010500202179 0.0 0.2 10.0863800049
-0.0464843139648 -0.00624304199219 0.0 0.2 10.1149220467
-0.0469071655273 -0.0011108083725 0.0 0.2 10.1430330276
-0.0474032592773 0.00508200550079 0.0 0.2 10.1716301441
-0.0478676452637 0.00936787033081 0.0 0.2 10.2001709938
-0.0488838500977 0.0165906476974 0.0 0.2 10.2288250923
-0.0492244873047 0.019531170845 0.0 0.2 10.2562711239
-0.049912322998 0.0257798118591 0.0 0.2 10.2860810757
-0.050897277832 0.0310388536453 0.0 0.2 10.3146650791
-0.0512737426758 0.0347490053177 0.0 0.2 10.3439471722
-0.0517080993652 0.0408269662857 0.0 0.2 10.3717041016
-0.052288482666 0.0453024654388 0.0 0.2 10.400354147
-0.0526405639648 0.0485488481522 0.0 0.2 10.4288480282
-0.0531000366211 0.0529924459457 0.0 0.2 10.45657897
-0.0536452636719 0.0572059173584 0.0 0.2 10.4863991737
-0.0538848266602 0.0594286403656 0.0 0.2 10.5144691467
-0.0537328796387 0.0628513231277 0.0 0.2 10.5429439545
-0.0537662963867 0.0645389738083 0.0 0.2 10.5717730522
-0.0538454589844 0.067935295105 0.0 0.2 10.5995280743
-0.053929473877 0.0694936790466 0.0 0.2 10.6291651726
-0.0536398010254 0.0711833028793 0.0 0.2 10.6577241421
-0.0533570556641 0.0735970592499 0.0 0.2 10.6866271496
-0.0530853271484 0.0741165800095 0.0 0.2 10.714411974
-0.0522119750977 0.0748598957062 0.0 0.2 10.7430090904
-0.052020324707 0.0767668809891 0.0 0.2 10.7714710236
-0.0506598815918 0.0746999073029 0.0 0.2 10.8003201485
-0.0495260620117 0.0741768293381 0.0 0.2 10.8283989429
-0.0490188598633 0.075260597229 0.0 0.2 10.8567290306
-0.0476167907715 0.0739418754578 0.0 0.2 10.8851671219
-0.0462526245117 0.0730071849823 0.0 0.2 10.9148061275
-0.045486541748 0.0741062469482 0.0 0.2 10.9427270889
-0.0433379821777 0.0700446596146 0.0 0.2 10.9717211723
-0.0421848754883 0.0706782045364 0.0 0.2 10.9999680519
-0.0405339050293 0.0684138860703 0.0 0.2 11.0289421082
-0.0385962219238 0.0667331457138 0.0 0.2 11.0571839809
-0.0376481628418 0.0664905176163 0.0 0.2 11.0855221748
-0.0355085449219 0.0642859191895 0.0 0.2 11.1146509647
-0.0336931762695 0.0608346576691 0.0 0.2 11.1441581249
-0.0326776123047 0.0610682210922 0.0 0.2 11.171569109
-0.0300640869141 0.0574981803894 0.0 0.2 11.2001621723
-0.0281833496094 0.0535606966019 0.0 0.2 11.2296290398
-0.0267579040527 0.0546766204834 0.0 0.2 11.2575480938
-0.0247019348145 0.0522748699188 0.0 0.2 11.2861871719
-0.022878692627 0.0482443799973 0.0 0.2 11.3144440651
-0.021705871582 0.0484165534973 0.0 0.2 11.3430099487
-0.0200972595215 0.0474383983612 0.0 0.2 11.3718590736
-0.0182354431152 0.0418314561844 0.0 0.2 11.4002120495
-0.0167590942383 0.0429190883636 0.0 0.2 11.4288260937
-0.014761138916 0.0389703083038 0.0 0.2 11.4571111202
-0.0133038635254 0.0349431171417 0.0 0.2 11.486011982
-0.0121450500488 0.0351030101776 0.0 0.2 11.5143539906
-0.0103805847168 0.0325334815979 0.0 0.2 11.5430290699
-0.00930108642578 0.0284593696594 0.0 0.2 11.5716969967
-0.00828579711914 0.0288475551605 0.0 0.2 11.6004891396
-0.006896484375 0.0261161842346 0.0 0.2 11.6286859512
-0.00569906616211 0.0206007585526 0.0 0.2 11.657310009
-0.00492669677734 0.0208617353439 0.0 0.2 11.6858179569
-0.00405044555664 0.0180050115585 0.0 0.2 11.7144291401
-0.00331921386719 0.0182211236954 0.0 0.2 11.7430009842
-0.00238143920898 0.0157962141037 0.0 0.2 11.7708909512
-0.00172320556641 0.0133401098251 0.0 0.2 11.7996909618
-0.000653839111328 0.00958497238159 0.0 0.2 11.8284449577
0.000212524414062 0.00725606822968 0.0 0.2 11.8573319912
0.000707489013672 0.00612125587463 0.0 0.2 11.886275053
0.00162890625 0.0040613155365 0.0 0.2 11.9147520065
0.00228179931641 0.00426348972321 0.0 0.2 11.9432401657
0.00324801635742 0.00130751132965 0.0 0.2 11.9717571735
0.00411245727539 -0.00065623664856 0.0 0.2 12.0001280308
0.00487789916992 -0.000472899436951 0.0 0.2 12.0289270878
0.00525271606445 -0.00351261138916 0.0 0.2 12.0574769974
0.00646203613281 -0.00650790691376 0.0 0.2 12.08583498
0.00744635009766 -0.00614679718018 0.0 0.2 12.1147639751
0.00810119628906 -0.00915552520752 0.0 0.2 12.143157959
0.00922839355469 -0.0100166959763 0.0 0.2 12.1717600822
0.00997732543945 -0.00957906913757 0.0 0.2 12.2002370358
