time	v
0.0	0.028171031949
0.0199999809265	0.0322292487455
0.039999961853	0.0342535623578
0.0600001811981	0.0342849314243
0.0800001621246	0.03448350738
0.100000143051	0.0340497612538
0.120000123978	0.0352797574766
0.140000104904	0.035885475095
0.160000085831	0.0438523689545
0.180000066757	0.0451321073425
0.200000047684	0.046983190512
0.22000002861	0.0476989609408
0.240000009537	0.0437226531028
0.259999990463	0.0486129111119
0.27999997139	0.054261337203
0.300000190735	0.0529798884685
0.320000171661	0.0606771225472
0.340000152588	0.0642999527605
0.360000133514	0.0713102534203
0.380000114441	0.0734786059922
0.400000095367	0.0774349427334
0.420000076294	0.0824513534484
0.44000005722	0.0914648867381
0.460000038147	0.0899530005509
0.480000019073	0.0941166984887
0.5	0.100970692338
0.519999980927	0.103875854508
0.539999961853	0.113452910785
0.560000181198	0.114707599324
0.580000162125	0.120303990927
0.600000143051	0.12341726315
0.620000123978	0.126979101685
0.640000104904	0.137675545914
0.660000085831	0.142879951584
0.680000066757	0.140925287087
0.700000047684	0.150547169822
0.72000002861	0.162762072517
0.740000009537	0.162525924004
0.759999990463	0.163113421416
0.77999997139	0.168768350858
0.800000190735	0.16992601407
0.820000171661	0.173673125572
0.840000152588	0.180402820727
0.860000133514	0.184049213524
0.880000114441	0.186499122175
0.900000095367	0.186722808655
0.920000076294	0.195782581479
0.94000005722	0.197281846887
0.960000038147	0.199456713667
0.980000019073	0.204016696006
1.0	0.204787398736
1.01999998093	0.197669613433
1.03999996185	0.202682506555
1.0600001812	0.220305727482
1.08000016212	0.217521878925
1.10000014305	0.227079130838
1.12000012398	0.216351969259
1.1400001049	0.204150395305
1.16000008583	0.216451857619
1.18000006676	0.229441082005
1.20000004768	0.234834668626
1.22000002861	0.233975706427
1.24000000954	0.222934723793
1.25999999046	0.221106774259
1.27999997139	0.222926685189
1.30000019073	0.229273085561
1.32000017166	0.240104699241
1.34000015259	0.237536328879
1.36000013351	0.236381892073
1.38000011444	0.233334239249
1.40000009537	0.237069865393
1.42000007629	0.250164244637
1.44000005722	0.246366324275
1.46000003815	0.241356992089
1.48000001907	0.227398882024
1.5	0.243805562874
1.51999998093	0.252514571713
1.53999996185	0.249654924275
1.5600001812	0.24990785156
1.58000016212	0.246710619199
1.60000014305	0.240046445522
1.62000012398	0.251865074656
1.6400001049	0.244501179751
1.66000008583	0.244586126503
1.68000006676	0.257802697035
1.70000004768	0.244845752091
1.72000002861	0.253464497954
1.74000000954	0.247288796893
1.75999999046	0.248731725363
1.77999997139	0.245730160862
1.80000019073	0.235705188176
1.82000017166	0.2427394473
1.84000015259	0.238765708675
1.86000013351	0.24460226868
1.88000011444	0.231489480489
1.90000009537	0.239499982819
1.92000007629	0.223599326904
1.94000005722	0.219642603481
1.96000003815	0.218156402121
1.98000001907	0.220189949029
2.0	0.211274993033
2.01999998093	0.208090344314
2.03999996185	0.205824492392
2.0600001812	0.202485320528
2.08000016212	0.19820537628
2.10000014305	0.188559806244
2.12000012398	0.18093320569
2.1400001049	0.173002237307
2.16000008583	0.173803762074
2.18000006676	0.174507338697
2.20000004768	0.167906486549
2.22000002861	0.159539845464
2.24000000954	0.155033079598
2.25999999046	0.146045678281
2.27999997139	0.143360701582
2.30000019073	0.144014679005
2.32000017166	0.136747366467
2.34000015259	0.133085755961
2.36000013351	0.132727049672
2.38000011444	0.128081348153
2.40000009537	0.119478296095
2.42000007629	0.108087605029
2.44000005722	0.107599328229
2.46000003815	0.102236500511
2.48000001907	0.0981707547259
2.5	0.0951572278099
2.51999998093	0.0889245942586
2.53999996185	0.0796906171628
2.5600001812	0.0783537039735
2.58000016212	0.0757440552664
2.60000014305	0.0639844638057
2.62000012398	0.0614400324027
2.6400001049	0.0625141340523
2.66000008583	0.0533597037941
2.68000006676	0.0474322579759
2.70000004768	0.0454305723825
2.72000002861	0.0444681500995
2.74000000954	0.0373011965591
2.75999999046	0.0286839776898
2.77999997139	0.0264079626645
2.80000019073	0.0202925347493
2.82000017166	0.0178657052173
2.84000015259	0.0115513470303
2.86000013351	0.00654659722999
2.88000011444	0.00187682496428
2.90000009537	-0.00174067433172
2.92000007629	-0.00657258732568
2.94000005722	-0.0114333605615
2.96000003815	-0.0170275860009
2.98000001907	-0.0223937897965
3.0	-0.0280540886816
3.01999998093	-0.0313908923051
3.03999996185	-0.0367010500196
3.0600001812	-0.03788850502
3.08000016212	-0.0465175193836
3.10000014305	-0.0539897973877
3.12000012398	-0.0565583802603
3.1400001049	-0.0600678868777
3.16000008583	-0.0723626550077
3.18000006676	-0.0721940574126
3.20000004768	-0.0778396347618
3.22000002861	-0.08038557096
3.24000000954	-0.0845290737518
3.25999999046	-0.0889891179506
3.27999997139	-0.0959067670566
3.30000019073	-0.102483362828
3.32000017166	-0.0985261213215
3.34000015259	-0.112279348112
3.36000013351	-0.113256359845
3.38000011444	-0.122539914024
3.40000009537	-0.12936524681
3.42000007629	-0.139474217763
3.44000005722	-0.139684148389
3.46000003815	-0.135107333368
3.48000001907	-0.139252664443
3.5	-0.146737667795
3.51999998093	-0.156336453891
3.53999996185	-0.158678642089
3.5600001812	-0.156508347834
3.58000016212	-0.171462956168
3.60000014305	-0.165393530005
3.62000012398	-0.174483251107
3.6400001049	-0.172332239362
3.66000008583	-0.178228213019
3.68000006676	-0.185433020043
3.70000004768	-0.181075146695
3.72000002861	-0.189557992145
3.74000000954	-0.194402484095
3.75999999046	-0.191355163065
3.77999997139	-0.203075101558
3.80000019073	-0.194887568775
3.82000017166	-0.194109144392
3.84000015259	-0.214889582712
3.86000013351	-0.207123569517
3.88000011444	-0.216463222013
3.90000009537	-0.212684748722
3.92000007629	-0.211709914137
3.94000005722	-0.207146232225
3.96000003815	-0.216464471847
3.98000001907	-0.21984044947
4.0	-0.223215705462
4.01999998093	-0.230218072629
4.03999996185	-0.221143384637
4.0600001812	-0.216595042052
4.08000016212	-0.234497893357
4.10000014305	-0.234455550941
4.12000012398	-0.242079047847
4.1400001049	-0.23790187986
4.16000008583	-0.23251600185
4.18000006676	-0.228374626092
4.20000004768	-0.242645513671
4.22000002861	-0.23773554436
4.24000000954	-0.248873047773
4.25999999046	-0.242123860111
4.27999997139	-0.244779334515
4.30000019073	-0.245169083017
4.32000017166	-0.245862716771
4.34000015259	-0.251246647346
4.36000013351	-0.239258379368
4.38000011444	-0.248990748923
4.40000009537	-0.263753707395
4.42000007629	-0.249089408594
4.44000005722	-0.26468820096
4.46000003815	-0.245481550741
4.48000001907	-0.258763796824
4.5	-0.258617198058
4.51999998093	-0.257008418585
4.53999996185	-0.253219226123
4.5600001812	-0.25658523654
4.58000016212	-0.264620994507
4.60000014305	-0.26500017401
4.62000012398	-0.266477932454
4.6400001049	-0.245508142632
4.66000008583	-0.260138599456
4.68000006676	-0.275635905645
4.70000004768	-0.26516135059
4.72000002861	-0.266986579121
4.74000000954	-0.249674482748
4.75999999046	-0.270593544341
4.77999997139	-0.269718544411
4.80000019073	-0.266586411713
4.82000017166	-0.261143573536
4.84000015259	-0.254550359735
4.86000013351	-0.271306865675
4.88000011444	-0.271293883853
4.90000009537	-0.265832144179
4.92000007629	-0.271364082089
4.94000005722	-0.263861168369
4.96000003815	-0.271956252278
4.98000001907	-0.264156686957
5.0	-0.268151202413
5.01999998093	-0.255096286458
5.03999996185	-0.265279141199
5.0600001812	-0.2555493157
5.08000016212	-0.268923129537
5.10000014305	-0.263340950096
5.12000012398	-0.261563020108
5.1400001049	-0.25809924971
5.16000008583	-0.265677675589
5.18000006676	-0.254897444962
5.20000004768	-0.253275593347
5.22000002861	-0.261727319798
5.24000000954	-0.260360220382
5.25999999046	-0.265912492851
5.27999997139	-0.255352879225
5.30000019073	-0.248779928813
5.32000017166	-0.255708675129
5.34000015259	-0.257781430461
5.36000013351	-0.249030131882
5.38000011444	-0.252649619483
5.40000009537	-0.248055327025
5.42000007629	-0.25594410905
5.44000005722	-0.259912103014
5.46000003815	-0.25586546079
5.48000001907	-0.252399735342
5.5	-0.24931267177
5.51999998093	-0.247015914144
5.53999996185	-0.254177166729
5.5600001812	-0.26616429867
5.58000016212	-0.249586612209
5.60000014305	-0.261361467876
5.62000012398	-0.238680412771
5.6400001049	-0.25315145075
5.66000008583	-0.251359734984
5.68000006676	-0.247942196011
5.70000004768	-0.259833776343
5.72000002861	-0.260718866625
5.74000000954	-0.246029804339
5.75999999046	-0.254982593955
5.77999997139	-0.25544278698
5.80000019073	-0.259852693696
5.82000017166	-0.246599822695
5.84000015259	-0.24868423534
5.86000013351	-0.246667607387
5.88000011444	-0.260982185166
5.90000009537	-0.250126151877
5.92000007629	-0.256633287939
5.94000005722	-0.255061524982
5.96000003815	-0.254116205445
5.98000001907	-0.244092122039
6.0	-0.256333976599
6.01999998093	-0.256158481248
6.03999996185	-0.247181438877
6.0600001812	-0.261809894672
6.08000016212	-0.258919453742
6.10000014305	-0.258818088507
6.12000012398	-0.249462264332
6.1400001049	-0.24933311417
6.16000008583	-0.254604692915
6.18000006676	-0.260726158496
6.20000004768	-0.251265056667
6.22000002861	-0.262894919752
6.24000000954	-0.262849021357
6.25999999046	-0.267051619043
6.27999997139	-0.256293461426
6.30000019073	-0.262300935246
6.32000017166	-0.2541174529
6.34000015259	-0.262099158532
6.36000013351	-0.264308375148
6.38000011444	-0.26588271401
6.40000009537	-0.257718222725
6.42000007629	-0.26609233425
6.44000005722	-0.258902327056
6.46000003815	-0.269890771425
6.48000001907	-0.254919769964
6.5	-0.270906862525
6.51999998093	-0.263792243584
6.53999996185	-0.258098472131
6.5600001812	-0.272233635026
6.58000016212	-0.256409569234
6.60000014305	-0.263872170885
6.62000012398	-0.260212418334
6.6400001049	-0.27083227247
6.66000008583	-0.257469933404
6.68000006676	-0.261763698238
6.70000004768	-0.263059455705
6.72000002861	-0.271111739102
6.74000000954	-0.270405038243
6.75999999046	-0.251686734478
6.77999997139	-0.258712358236
6.80000019073	-0.25718955842
6.82000017166	-0.260636540962
6.84000015259	-0.258339735041
6.86000013351	-0.301372066192
6.88000011444	-0.272624174305
6.90000009537	-0.255093526184
6.92000007629	-0.230144471617
6.94000005722	-0.273083693661
6.96000003815	-0.261073899678
6.98000001907	-0.259327821275
7.0	-0.242162395123
7.01999998093	-0.283648486221
7.03999996185	-0.269790568306
7.0600001812	-0.256220463551
7.08000016212	-0.236710123153
7.10000014305	-0.264607265836
7.12000012398	-0.248636585966
7.1400001049	-0.273910328782
7.16000008583	-0.231232900833
7.18000006676	-0.275518866951
7.20000004768	-0.279034364226
7.22000002861	-0.263396279745
7.24000000954	-0.253562471526
7.25999999046	-0.256006872606
7.27999997139	-0.268138228645
7.30000019073	-0.261482335424
7.32000017166	-0.250721789662
7.34000015259	-0.264371410653
7.36000013351	-0.252244765081
7.38000011444	-0.235503716469
7.40000009537	-0.212158620031
7.42000007629	-0.234349028764
7.44000005722	-0.222768681489
7.46000003815	-0.225878811325
7.48000001907	-0.213427667176
7.5	-0.201298324262
7.51999998093	-0.193628248415
7.53999996185	-0.195732494507
7.5600001812	-0.187990777323
7.58000016212	-0.190292330612
7.60000014305	-0.137762552995
7.62000012398	-0.152598525807
7.6400001049	-0.0906137346259
7.66000008583	-0.145102824219
7.68000006676	-0.0882284243604
7.70000004768	-0.103634683763
7.72000002861	-0.0805448482282
7.74000000954	-0.080770414634
7.75999999046	-0.0657824763
7.77999997139	-0.0586602342098
7.80000019073	-0.0412603463153
7.82000017166	-0.0237508513188
7.84000015259	-0.0364475130075
7.86000013351	0.0268646520573
7.88000011444	-0.00896187381261
7.90000009537	0.0256986888857
7.92000007629	0.0168888902757
7.94000005722	0.0401678173201
7.96000003815	0.0532523663532
7.98000001907	0.0589195247741
8.0	0.0388187326395
8.01999998093	0.0761591234803
8.03999996185	0.0614986760316
8.0600001812	0.0923196611659
8.08000016212	0.0671913829459
8.10000014305	0.116912624038
8.12000012398	0.0889059575177
8.1400001049	0.130277954502
8.16000008583	0.117525799663
8.18000006676	0.131206082921
8.20000004768	0.152423745071
8.22000002861	0.156175314505
8.24000000954	0.108173223084
8.25999999046	0.160409347059
8.27999997139	0.135507614572
8.30000019073	0.164916089738
8.32000017166	0.171315233714
8.34000015259	0.154370392621
8.36000013351	0.170701165799
8.38000011444	0.146041101716
8.40000009537	0.160915179952
8.42000007629	0.177582103851
8.44000005722	0.172923236228
8.46000003815	0.163458180561
8.48000001907	0.16877062508
8.5	0.166435607432
8.51999998093	0.186269157344
8.53999996185	0.186849951185
8.5600001812	0.178594657717
8.58000016212	0.192232977123
8.60000014305	0.157401962966
8.62000012398	0.181765097148
8.6400001049	0.194339596545
8.66000008583	0.186080936693
8.68000006676	0.194088895089
8.70000004768	0.181170962278
8.72000002861	0.169945952403
